Nombre_Cancion,Nombre_Artista,cantidad_artistas,anio,mes,dia,nro_playlist,transmisiones,bpm,%_bailable,%_positividad,%_energia,%_sonido_acustico,%_instrumental,Género
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,1223481149,77,72,59,76,24,0,Rock
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,121871870,166,42,7,24,83,1,Hardcore
La Bachata,Manuel Turizo,1,2022,5,26,6804,1214083358,125,84,85,68,58,0,Electrónica/Dance
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,121189256,90,85,80,83,10,0,Rock
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,121077868,96,71,37,52,62,0,Rock
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,1210599487,93,81,53,78,18,0,Rock
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,120972253,90,68,83,71,3,0,Rock
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,120847157,105,91,73,72,13,0,Pop
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,1205951614,112,64,54,81,36,0,Pop
In Da Club,50 Cent,1,2002,1,1,30427,1202722675,90,90,79,71,26,0,Rock
Hope,XXXTENTACION,1,2018,3,16,3659,1200808494,146,59,23,46,66,0,Trance
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293,11956641,133,93,68,65,42,0,Techno
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,119238316,121,80,62,51,2,0,Electrónica/Dance
Haegeum,Agust D,1,2023,4,21,244,118810253,85,70,83,84,31,0,Rock
Take Two,BTS,1,2023,6,9,674,118482347,93,62,57,59,3,0,Rock
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,1180896317,166,81,83,75,14,0,Hardcore
you broke me first,Tate McRae,1,2020,4,17,6638,1180094974,124,64,8,37,79,0,Electrónica/Dance
Never Felt So Alone,Labrinth,1,2023,4,7,1730,117747907,98,44,36,41,50,0,Rock
REMIX EXCLUSIVO,Feid,1,2023,3,17,1235,117206995,87,65,71,56,4,0,Rock
Gasoline,The Weeknd,1,2022,1,7,2297,116903579,123,74,35,73,0,0,Electrónica/Dance
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,1168642797,128,81,57,63,40,1,Electrónica/Dance
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,116599790,94,68,81,82,53,0,Rock
Set Fire to the Rain,Adele,1,2011,1,1,14739,1163620694,108,61,47,68,0,0,Pop
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,116334601,142,70,76,79,26,0,Trance
Kill Bill,SZA,1,2022,12,8,8109,1163093654,89,64,43,73,5,17,Rock
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,116144341,130,89,48,74,30,0,Electrónica/Dance
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",3,2023,6,2,1945,115364561,99,85,83,68,7,0,Rock
Poland,Lil Yachty,1,2022,6,23,1584,115331792,150,70,26,56,14,83,Trance
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,2023,4,21,1305,115010040,91,82,47,62,10,0,Rock
For Youth,BTS,1,2022,6,10,327,114546317,117,63,29,51,43,0,Pop
Butter,BTS,1,2021,5,21,4779,1143647827,110,79,70,36,0,0,Pop
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,1138474110,150,78,47,70,18,0,Trance
Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,113509496,155,82,51,39,2,0,Trance
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135,1133865788,80,65,27,69,8,0,Rock
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,1127468248,85,59,33,52,7,15,Rock
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,112436403,144,93,62,61,0,0,Trance
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,1122364376,89,52,28,48,54,1,Rock
Tï¿½ï¿,"dennis, MC Kevin o Chris",2,2023,5,4,731,111947664,130,86,59,96,50,1,Electrónica/Dance
Dandelions,Ruth B.,1,2017,4,28,3423,1116995633,117,61,45,69,2,0,Pop
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,1115880852,148,59,72,62,18,0,Trance
Shake It Off,Taylor Swift,1,2014,1,1,21335,1113838873,160,65,95,80,5,0,Trance
I'm Good (Blue),"Bebe Rexha, David Guetta",2,2022,8,26,12482,1109433169,128,56,38,97,4,0,Electrónica/Dance
Love Language,SZA,1,2022,12,9,1127,110849052,65,71,55,26,85,0,Blues
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,110649992,112,80,15,54,9,0,Pop
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,110073250,125,62,59,43,84,3,Electrónica/Dance
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,1093605526,144,74,37,53,7,0,Trance
Somewhere Only We Know,Keane,1,2004,1,1,20015,1089402494,172,45,33,59,6,0,Hardcore
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,2035,108809090,88,56,58,55,35,0,Rock
El Cielo,"Feid, Myke Towers, Sky Rompiendo",3,2023,6,2,1298,107753850,106,72,17,64,7,0,Pop
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,107642809,125,71,83,89,1,0,Electrónica/Dance
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,107255472,147,47,50,80,10,0,Trance
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,106933107,88,89,59,64,5,0,Rock
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,106919680,150,82,82,66,13,0,Trance
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,1065580332,120,65,80,86,9,0,Pop
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,1062956628,146,52,7,61,51,0,Trance
Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,106249219,120,64,11,53,1,0,Pop
The Business,Tiï¿½ï¿,1,2020,1,1,14311,1062345656,120,80,24,62,41,2,Pop
My Universe,"Coldplay, BTS",2,2021,9,24,6127,1061966512,105,58,42,68,1,0,Pop
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,105062254,137,84,44,67,8,0,Techno
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444,104992946,148,90,74,68,14,0,Trance
Efecto,Bad Bunny,1,2022,5,6,4004,1047480053,98,80,23,48,14,0,Rock
See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,1047101291,79,56,58,56,37,0,Rock
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1997,1,1,472,103762518,144,74,75,73,42,0,Trance
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,1024858327,108,63,20,55,72,0,Pop
Falling,Harry Styles,1,2019,12,13,7556,1023187129,110,57,6,27,84,0,Pop
Revenge,XXXTENTACION,1,2017,8,25,3600,1022258230,140,75,18,25,78,0,Techno
Right On,Lil Baby,1,2022,4,8,1116,101780047,166,70,22,61,2,0,Hardcore
Best Friends,The Weeknd,1,2022,1,7,1292,101114984,87,49,49,59,44,0,Rock
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,100409613,124,72,79,78,55,0,Electrónica/Dance
